region	quality	n	total	percent
CYP2D6	very low: <= 17	6	72	8.33333333333333
CYP2D6	high: >33	66	72	91.6666666666667
CYP2E1	mid: >23, <=33	3	72	4.16666666666667
CYP2E1	high: >33	69	72	95.8333333333333
CYP2F1	high: >33	72	72	100
CYP2G1P	high: >33	72	72	100
CYP2J2	high: >33	72	72	100
CYP2R1	mid: >23, <=33	3	72	4.16666666666667
CYP2R1	high: >33	69	72	95.8333333333333
CYP2S1	mid: >23, <=33	5	72	6.94444444444445
CYP2S1	high: >33	67	72	93.0555555555556
CYP2U1	mid: >23, <=33	3	72	4.16666666666667
CYP2U1	high: >33	69	72	95.8333333333333
CYP2W1	mid: >23, <=33	5	72	6.94444444444445
CYP2W1	high: >33	67	72	93.0555555555556
CYP4F12	mid: >23, <=33	1	72	1.38888888888889
CYP4F12	high: >33	71	72	98.6111111111111
CYP4F3	mid: >23, <=33	23	72	31.9444444444444
CYP4F3	high: >33	49	72	68.0555555555556
D2HGDH	very low: <= 17	1	72	1.38888888888889
D2HGDH	mid: >23, <=33	1	72	1.38888888888889
D2HGDH	high: >33	70	72	97.2222222222222
DAZL	high: >33	72	72	100
DCLRE1C	high: >33	72	72	100
DEAF1	high: >33	72	72	100
DMPK	mid: >23, <=33	5	72	6.94444444444445
DMPK	high: >33	67	72	93.0555555555556
DNMT3L	low: >17, <= 23	18	72	25
DNMT3L	mid: >23, <=33	3	72	4.16666666666667
DNMT3L	high: >33	51	72	70.8333333333334
DOK7	very low: <= 17	2	72	2.77777777777778
DOK7	mid: >23, <=33	1	72	1.38888888888889
DOK7	high: >33	69	72	95.8333333333333
DPY19L2	high: >33	72	72	100
DRD4	low: >17, <= 23	2	72	2.77777777777778
DRD4	mid: >23, <=33	1	72	1.38888888888889
DRD4	high: >33	69	72	95.8333333333333
DSPP	low: >17, <= 23	6	72	8.33333333333333
DSPP	mid: >23, <=33	20	72	27.7777777777778
DSPP	high: >33	46	72	63.8888888888889
ECHS1	low: >17, <= 23	1	72	1.38888888888889
ECHS1	high: >33	71	72	98.6111111111111
EEF1A2	very low: <= 17	1	72	1.38888888888889
EEF1A2	mid: >23, <=33	5	72	6.94444444444445
EEF1A2	high: >33	66	72	91.6666666666667
EIF2B5	mid: >23, <=33	1	70	1.42857142857143
EIF2B5	high: >33	69	70	98.5714285714286
ENO3	mid: >23, <=33	1	72	1.38888888888889
ENO3	high: >33	71	72	98.6111111111111
ESPN	high: >33	72	72	100
ESRRA	very low: <= 17	2	72	2.77777777777778
ESRRA	mid: >23, <=33	6	72	8.33333333333333
ESRRA	high: >33	64	72	88.8888888888889
ETFB	low: >17, <= 23	1	72	1.38888888888889
ETFB	high: >33	71	72	98.6111111111111
ETHE1	very low: <= 17	16	72	22.2222222222222
ETHE1	mid: >23, <=33	5	72	6.94444444444445
ETHE1	high: >33	51	72	70.8333333333334
EXTL2	high: >33	72	72	100
F7	low: >17, <= 23	2	72	2.77777777777778
F7	mid: >23, <=33	9	72	12.5
F7	high: >33	61	72	84.7222222222222
FAT1	high: >33	72	72	100
FCGR2B	very low: <= 17	9	72	12.5
FCGR2B	low: >17, <= 23	13	72	18.0555555555556
FCGR2B	mid: >23, <=33	11	72	15.2777777777778
FCGR2B	high: >33	39	72	54.1666666666667
FCGR3A	high: >33	72	72	100
FGF3	mid: >23, <=33	10	72	13.8888888888889
FGF3	high: >33	62	72	86.1111111111111
FGFRL1	mid: >23, <=33	1	72	1.38888888888889
FGFRL1	high: >33	71	72	98.6111111111111
FKBP8	mid: >23, <=33	3	72	4.16666666666667
FKBP8	high: >33	69	72	95.8333333333333
FLAD1	mid: >23, <=33	26	72	36.1111111111111
FLAD1	high: >33	46	72	63.8888888888889
FLG	very low: <= 17	14	72	19.4444444444444
FLG	mid: >23, <=33	1	72	1.38888888888889
FLG	high: >33	57	72	79.1666666666667
FLT4	high: >33	72	72	100
FOXN1	high: >33	72	72	100
FSCN2	low: >17, <= 23	2	72	2.77777777777778
FSCN2	mid: >23, <=33	26	72	36.1111111111111
FSCN2	high: >33	44	72	61.1111111111111
FUT1	very low: <= 17	1	72	1.38888888888889
FUT1	mid: >23, <=33	10	72	13.8888888888889
FUT1	high: >33	61	72	84.7222222222222
FXN	high: >33	72	72	100
G6PC3	mid: >23, <=33	1	72	1.38888888888889
G6PC3	high: >33	71	72	98.6111111111111
GAK	mid: >23, <=33	2	72	2.77777777777778
GAK	high: >33	70	72	97.2222222222222
GALR1	very low: <= 17	3	72	4.16666666666667
GALR1	low: >17, <= 23	2	72	2.77777777777778
GALR1	mid: >23, <=33	3	72	4.16666666666667
GALR1	high: >33	64	72	88.8888888888889
GALT	mid: >23, <=33	14	72	19.4444444444444
GALT	high: >33	58	72	80.5555555555556
GCSH	high: >33	72	72	100
GDF3	very low: <= 17	4	72	5.55555555555556
GDF3	high: >33	68	72	94.4444444444444
GIP	high: >33	72	72	100
GOLGA3	mid: >23, <=33	3	72	4.16666666666667
GOLGA3	high: >33	69	72	95.8333333333333
GP1BA	mid: >23, <=33	4	72	5.55555555555556
GP1BA	high: >33	68	72	94.4444444444444
GP6	mid: >23, <=33	2	72	2.77777777777778
GP6	high: >33	70	72	97.2222222222222
GPI	very low: <= 17	2	72	2.77777777777778
GPI	high: >33	70	72	97.2222222222222
GPIHBP1	very low: <= 17	3	72	4.16666666666667
GPIHBP1	low: >17, <= 23	1	72	1.38888888888889
GPIHBP1	high: >33	68	72	94.4444444444444
GRIN1	low: >17, <= 23	5	72	6.94444444444445
GRIN1	mid: >23, <=33	12	72	16.6666666666667
GRIN1	high: >33	55	72	76.3888888888889
GUSB	high: >33	72	72	100
H19	mid: >23, <=33	3	72	4.16666666666667
H19	high: >33	69	72	95.8333333333333
HBG1	mid: >23, <=33	1	72	1.38888888888889
HBG1	high: >33	71	72	98.6111111111111
HBM	mid: >23, <=33	3	70	4.28571428571429
HBM	high: >33	67	70	95.7142857142857
HCN2	mid: >23, <=33	1	72	1.38888888888889
HCN2	high: >33	71	72	98.6111111111111
HCN3	mid: >23, <=33	1	72	1.38888888888889
HCN3	high: >33	71	72	98.6111111111111
HLA-A	high: >33	72	72	100
HLA-B	high: >33	72	72	100
HLA-C	high: >33	72	72	100
HLA-DMA	high: >33	72	72	100
HLA-DMB	high: >33	72	72	100
HLA-DOA	high: >33	72	72	100
HLA-DPA1	mid: >23, <=33	1	72	1.38888888888889
HLA-DPA1	high: >33	71	72	98.6111111111111
HLA-DPB2	high: >33	72	72	100
HLA-DQA1	mid: >23, <=33	2	72	2.77777777777778
HLA-DQA1	high: >33	70	72	97.2222222222222
HLA-DQA2	high: >33	72	72	100
HLA-DQB1	mid: >23, <=33	2	72	2.77777777777778
HLA-DQB1	high: >33	70	72	97.2222222222222
HLA-DQB2	high: >33	72	72	100
HLA-DRA	low: >17, <= 23	4	72	5.55555555555556
HLA-DRA	mid: >23, <=33	1	72	1.38888888888889
HLA-DRA	high: >33	67	72	93.0555555555556
HLA-DRB5	high: >33	72	72	100
HLA-E	mid: >23, <=33	3	72	4.16666666666667
HLA-E	high: >33	69	72	95.8333333333333
HLA-F	mid: >23, <=33	11	72	15.2777777777778
HLA-F	high: >33	61	72	84.7222222222222
HLA-G	high: >33	72	72	100
HLA-J	high: >33	72	72	100
HLA-L	mid: >23, <=33	1	72	1.38888888888889
HLA-L	high: >33	71	72	98.6111111111111
HLA-N	high: >33	72	72	100
HLA-S	mid: >23, <=33	2	72	2.77777777777778
HLA-S	high: >33	70	72	97.2222222222222
HMGCL	mid: >23, <=33	4	72	5.55555555555556
HMGCL	high: >33	68	72	94.4444444444444
HMX1	high: >33	72	72	100
HNF1A	low: >17, <= 23	1	72	1.38888888888889
HNF1A	mid: >23, <=33	11	72	15.2777777777778
HNF1A	high: >33	60	72	83.3333333333333
HOXB8	mid: >23, <=33	2	72	2.77777777777778
HOXB8	high: >33	70	72	97.2222222222222
HPD	high: >33	72	72	100
HSD11B2	mid: >23, <=33	13	72	18.0555555555556
HSD11B2	high: >33	59	72	81.9444444444445
HYAL1	very low: <= 17	10	72	13.8888888888889
HYAL1	low: >17, <= 23	2	72	2.77777777777778
HYAL1	mid: >23, <=33	9	72	12.5
HYAL1	high: >33	51	72	70.8333333333334
HYDIN	very low: <= 17	1	72	1.38888888888889
HYDIN	high: >33	71	72	98.6111111111111
IFITM3	high: >33	10	10	100
IFNL3	mid: >23, <=33	3	72	4.16666666666667
IFNL3	high: >33	69	72	95.8333333333333
IKBKB	high: >33	72	72	100
IMPA1	mid: >23, <=33	3	72	4.16666666666667
IMPA1	high: >33	69	72	95.8333333333333
INPP5E	very low: <= 17	2	72	2.77777777777778
INPP5E	low: >17, <= 23	15	72	20.8333333333333
INPP5E	mid: >23, <=33	5	72	6.94444444444445
INPP5E	high: >33	50	72	69.4444444444445
INSL3	high: >33	72	72	100
JAG2	very low: <= 17	3	70	4.28571428571429
JAG2	low: >17, <= 23	2	70	2.85714285714286
JAG2	mid: >23, <=33	1	70	1.42857142857143
JAG2	high: >33	64	70	91.4285714285714
KCNE1	mid: >23, <=33	1	72	1.38888888888889
KCNE1	high: >33	71	72	98.6111111111111
KCNK1	high: >33	72	72	100
KCNK10	high: >33	72	72	100
KCNK12	high: >33	72	72	100
KCNK13	high: >33	72	72	100
KCNK15	high: >33	72	72	100
KCNK17	high: >33	72	72	100
KCNK18	mid: >23, <=33	3	72	4.16666666666667
KCNK18	high: >33	69	72	95.8333333333333
KCNK2	high: >33	72	72	100
KCNK3	very low: <= 17	2	72	2.77777777777778
KCNK3	high: >33	70	72	97.2222222222222
KCNK4	high: >33	72	72	100
KCNK5	high: >33	72	72	100
KCNK6	mid: >23, <=33	5	72	6.94444444444445
KCNK6	high: >33	67	72	93.0555555555556
KCNK7	high: >33	72	72	100
KCNK9	high: >33	72	72	100
KCNV2	mid: >23, <=33	5	72	6.94444444444445
KCNV2	high: >33	67	72	93.0555555555556
KDM2B	high: >33	72	72	100
KIR3DL2	high: >33	72	72	100
KISS1	high: >33	72	72	100
KISS1R	mid: >23, <=33	5	72	6.94444444444445
KISS1R	high: >33	67	72	93.0555555555556
KLF11	mid: >23, <=33	18	72	25
KLF11	high: >33	54	72	75
KLF14	mid: >23, <=33	2	72	2.77777777777778
KLF14	high: >33	70	72	97.2222222222222
KLK4	low: >17, <= 23	3	72	4.16666666666667
KLK4	high: >33	69	72	95.8333333333333
KMT2C	high: >33	72	72	100
KNG1	high: >33	72	72	100
KRTAP1-1	mid: >23, <=33	4	70	5.71428571428571
KRTAP1-1	high: >33	66	70	94.2857142857143
LAMB1	high: >33	72	72	100
LBR	high: >33	72	72	100
LIPN	mid: >23, <=33	3	72	4.16666666666667
LIPN	high: >33	69	72	95.8333333333333
LIX1	high: >33	72	72	100
LMF1	high: >33	72	72	100
LMNB2	mid: >23, <=33	1	72	1.38888888888889
LMNB2	high: >33	71	72	98.6111111111111
LRIG2	high: >33	72	72	100
LZTFL1	high: >33	72	72	100
MAFA	mid: >23, <=33	1	72	1.38888888888889
MAFA	high: >33	71	72	98.6111111111111
MAN1B1	mid: >23, <=33	2	72	2.77777777777778
MAN1B1	high: >33	70	72	97.2222222222222
MARVELD2	mid: >23, <=33	3	72	4.16666666666667
MARVELD2	high: >33	69	72	95.8333333333333
MASP2	mid: >23, <=33	6	72	8.33333333333333
MASP2	high: >33	66	72	91.6666666666667
MBOAT7	low: >17, <= 23	1	72	1.38888888888889
MBOAT7	mid: >23, <=33	2	72	2.77777777777778
MBOAT7	high: >33	69	72	95.8333333333333
MC1R	low: >17, <= 23	3	72	4.16666666666667
MC1R	mid: >23, <=33	7	72	9.72222222222222
MC1R	high: >33	62	72	86.1111111111111
MDK	mid: >23, <=33	1	72	1.38888888888889
MDK	high: >33	71	72	98.6111111111111
MICB	mid: >23, <=33	4	72	5.55555555555556
MICB	high: >33	68	72	94.4444444444444
MLC1	mid: >23, <=33	3	72	4.16666666666667
MLC1	high: >33	69	72	95.8333333333333
MLPH	low: >17, <= 23	3	72	4.16666666666667
MLPH	mid: >23, <=33	6	72	8.33333333333333
MLPH	high: >33	63	72	87.5
MOGS	mid: >23, <=33	5	72	6.94444444444445
MOGS	high: >33	67	72	93.0555555555556
MPG	very low: <= 17	15	70	21.4285714285714
MPG	low: >17, <= 23	6	70	8.57142857142857
MPG	high: >33	49	70	70
MST1R	mid: >23, <=33	1	72	1.38888888888889
MST1R	high: >33	71	72	98.6111111111111
MUC1	very low: <= 17	5	72	6.94444444444445
MUC1	low: >17, <= 23	33	72	45.8333333333333
MUC1	mid: >23, <=33	5	72	6.94444444444445
MUC1	high: >33	29	72	40.2777777777778
MUC12	high: >33	72	72	100
MUC13	high: >33	72	72	100
MUC15	mid: >23, <=33	11	72	15.2777777777778
MUC15	high: >33	61	72	84.7222222222222
MUC16	high: >33	72	72	100
MUC19	high: >33	72	72	100
MUC2	very low: <= 17	6	72	8.33333333333333
MUC2	low: >17, <= 23	1	72	1.38888888888889
MUC2	mid: >23, <=33	2	72	2.77777777777778
MUC2	high: >33	63	72	87.5
MUC20	very low: <= 17	9	50	18
MUC20	low: >17, <= 23	6	50	12
MUC20	mid: >23, <=33	6	50	12
MUC20	high: >33	29	50	58
MUC21	mid: >23, <=33	3	72	4.16666666666667
MUC21	high: >33	69	72	95.8333333333333
MUC22	high: >33	72	72	100
MUC4	low: >17, <= 23	4	72	5.55555555555556
MUC4	high: >33	68	72	94.4444444444444
MUC5AC	mid: >23, <=33	1	72	1.38888888888889
MUC5AC	high: >33	71	72	98.6111111111111
MUC5B	very low: <= 17	1	72	1.38888888888889
MUC5B	high: >33	71	72	98.6111111111111
MUC6	very low: <= 17	3	72	4.16666666666667
MUC6	low: >17, <= 23	2	72	2.77777777777778
MUC6	high: >33	67	72	93.0555555555556
MUC7	high: >33	72	72	100
MUSK	low: >17, <= 23	1	72	1.38888888888889
MUSK	mid: >23, <=33	8	72	11.1111111111111
MUSK	high: >33	63	72	87.5
MYO9B	high: >33	72	72	100
MYOT	high: >33	72	72	100
MYT1	mid: >23, <=33	1	72	1.38888888888889
MYT1	high: >33	71	72	98.6111111111111
NACA	mid: >23, <=33	2	72	2.77777777777778
NACA	high: >33	70	72	97.2222222222222
NDUFA6	high: >33	72	72	100
NDUFAF1	low: >17, <= 23	3	72	4.16666666666667
NDUFAF1	mid: >23, <=33	1	72	1.38888888888889
NDUFAF1	high: >33	68	72	94.4444444444444
NDUFB1	high: >33	72	72	100
NDUFV3	mid: >23, <=33	4	72	5.55555555555556
NDUFV3	high: >33	68	72	94.4444444444444
NLRP12	high: >33	72	72	100
NLRP2	high: >33	72	72	100
NOD1	very low: <= 17	4	72	5.55555555555556
NOD1	high: >33	68	72	94.4444444444444
NPM1	high: >33	72	72	100
NPPA	high: >33	72	72	100
OPRL1	very low: <= 17	1	72	1.38888888888889
OPRL1	low: >17, <= 23	9	72	12.5
OPRL1	mid: >23, <=33	11	72	15.2777777777778
OPRL1	high: >33	51	72	70.8333333333334
ORC6	mid: >23, <=33	27	72	37.5
ORC6	high: >33	45	72	62.5
P2RX2	low: >17, <= 23	2	72	2.77777777777778
P2RX2	mid: >23, <=33	18	72	25
P2RX2	high: >33	52	72	72.2222222222222
P2RX5	very low: <= 17	11	72	15.2777777777778
P2RX5	low: >17, <= 23	8	72	11.1111111111111
P2RX5	mid: >23, <=33	1	72	1.38888888888889
P2RX5	high: >33	52	72	72.2222222222222
PAPSS2	high: >33	72	72	100
PCBP1	mid: >23, <=33	9	72	12.5
PCBP1	high: >33	63	72	87.5
PCCB	high: >33	72	72	100
PCDHA10	high: >33	72	72	100
PCMT1	mid: >23, <=33	1	72	1.38888888888889
PCMT1	high: >33	71	72	98.6111111111111
PDE6B	low: >17, <= 23	1	72	1.38888888888889
PDE6B	mid: >23, <=33	3	72	4.16666666666667
PDE6B	high: >33	68	72	94.4444444444444
PDLIM3	high: >33	72	72	100
PDPK1	high: >33	72	72	100
PDSS1	high: >33	72	72	100
PEX5	low: >17, <= 23	1	72	1.38888888888889
PEX5	mid: >23, <=33	19	72	26.3888888888889
PEX5	high: >33	52	72	72.2222222222222
PGAM5	very low: <= 17	2	72	2.77777777777778
PGAM5	low: >17, <= 23	5	72	6.94444444444445
PGAM5	mid: >23, <=33	2	72	2.77777777777778
PGAM5	high: >33	63	72	87.5
PHKG2	very low: <= 17	33	72	45.8333333333333
PHKG2	mid: >23, <=33	6	72	8.33333333333333
PHKG2	high: >33	33	72	45.8333333333333
PIGV	high: >33	72	72	100
PKD1	very low: <= 17	22	72	30.5555555555556
PKD1	mid: >23, <=33	2	72	2.77777777777778
PKD1	high: >33	48	72	66.6666666666667
PKN3	mid: >23, <=33	6	72	8.33333333333333
PKN3	high: >33	66	72	91.6666666666667
PLTP	high: >33	72	72	100
PNKP	high: >33	72	72	100
PPIA	high: >33	72	72	100
PPIP5K1	high: >33	72	72	100
PRG4	low: >17, <= 23	1	72	1.38888888888889
PRG4	high: >33	71	72	98.6111111111111
PRKCG	mid: >23, <=33	9	72	12.5
PRKCG	high: >33	63	72	87.5
PROZ	very low: <= 17	5	72	6.94444444444445
PROZ	low: >17, <= 23	10	72	13.8888888888889
PROZ	mid: >23, <=33	8	72	11.1111111111111
PROZ	high: >33	49	72	68.0555555555556
PSPH	mid: >23, <=33	2	72	2.77777777777778
PSPH	high: >33	70	72	97.2222222222222
PTEN	high: >33	72	72	100
PTK6	very low: <= 17	2	72	2.77777777777778
PTK6	low: >17, <= 23	1	72	1.38888888888889
PTK6	mid: >23, <=33	5	72	6.94444444444445
PTK6	high: >33	64	72	88.8888888888889
PTPRC	high: >33	72	72	100
PXDN	high: >33	72	72	100
RFX2	very low: <= 17	1	70	1.42857142857143
RFX2	high: >33	69	70	98.5714285714286
RGPD3	high: >33	72	72	100
RHCE	high: >33	72	72	100
RHOA	mid: >23, <=33	5	72	6.94444444444445
RHOA	high: >33	67	72	93.0555555555556
RNF212	high: >33	72	72	100
RNF213	high: >33	72	72	100
RPIA	high: >33	72	72	100
RPL22	high: >33	72	72	100
RPN1	very low: <= 17	8	72	11.1111111111111
RPN1	high: >33	64	72	88.8888888888889
SAR1B	mid: >23, <=33	4	72	5.55555555555556
SAR1B	high: >33	68	72	94.4444444444444
SBK3	very low: <= 17	1	72	1.38888888888889
SBK3	low: >17, <= 23	3	72	4.16666666666667
SBK3	mid: >23, <=33	2	72	2.77777777777778
SBK3	high: >33	66	72	91.6666666666667
SEC63	high: >33	72	72	100
SEMG1	mid: >23, <=33	18	72	25
SEMG1	high: >33	54	72	75
SERPINF2	high: >33	72	72	100
SH2B1	mid: >23, <=33	31	72	43.0555555555556
SH2B1	high: >33	41	72	56.9444444444445
SIGLEC16	high: >33	72	72	100
SLC17A5	mid: >23, <=33	1	72	1.38888888888889
SLC17A5	high: >33	71	72	98.6111111111111
SLC22A1	mid: >23, <=33	1	72	1.38888888888889
SLC22A1	high: >33	71	72	98.6111111111111
SLC22A12	low: >17, <= 23	2	72	2.77777777777778
SLC22A12	mid: >23, <=33	21	72	29.1666666666667
SLC22A12	high: >33	49	72	68.0555555555556
SLC27A4	high: >33	72	72	100
SLC27A5	mid: >23, <=33	2	70	2.85714285714286
SLC27A5	high: >33	68	70	97.1428571428572
SLC29A4	high: >33	72	72	100
SLC6A18	low: >17, <= 23	3	72	4.16666666666667
SLC6A18	mid: >23, <=33	2	72	2.77777777777778
SLC6A18	high: >33	67	72	93.0555555555556
SLC6A3	high: >33	72	72	100
SMG1	high: >33	70	70	100
SMOC2	high: >33	72	72	100
SNTG2	high: >33	72	72	100
SOHLH1	high: >33	72	72	100
SPI1	very low: <= 17	1	72	1.38888888888889
SPI1	high: >33	71	72	98.6111111111111
SPRN	very low: <= 17	1	72	1.38888888888889
SPRN	low: >17, <= 23	1	72	1.38888888888889
SPRN	mid: >23, <=33	3	72	4.16666666666667
SPRN	high: >33	67	72	93.0555555555556
SRR	mid: >23, <=33	2	72	2.77777777777778
SRR	high: >33	70	72	97.2222222222222
SSTR5	mid: >23, <=33	1	72	1.38888888888889
SSTR5	high: >33	71	72	98.6111111111111
STK11	high: >33	72	72	100
STXBP2	mid: >23, <=33	1	72	1.38888888888889
STXBP2	high: >33	71	72	98.6111111111111
SUZ12	high: >33	72	72	100
TAP1	high: >33	72	72	100
TAP2	high: >33	72	72	100
TBXA2R	high: >33	70	70	100
TCF3	low: >17, <= 23	4	72	5.55555555555556
TCF3	mid: >23, <=33	3	72	4.16666666666667
TCF3	high: >33	65	72	90.2777777777778
TERT	very low: <= 17	3	72	4.16666666666667
TERT	high: >33	69	72	95.8333333333333
THBS2	high: >33	72	72	100
TJP2	very low: <= 17	1	72	1.38888888888889
TJP2	high: >33	71	72	98.6111111111111
TM4SF19	very low: <= 17	5	70	7.14285714285714
TM4SF19	low: >17, <= 23	7	70	10
TM4SF19	mid: >23, <=33	4	70	5.71428571428571
TM4SF19	high: >33	54	70	77.1428571428572
TMC6	low: >17, <= 23	2	72	2.77777777777778
TMC6	mid: >23, <=33	4	72	5.55555555555556
TMC6	high: >33	66	72	91.6666666666667
TNNI3	low: >17, <= 23	3	72	4.16666666666667
TNNI3	mid: >23, <=33	19	72	26.3888888888889
TNNI3	high: >33	50	72	69.4444444444445
TNNT1	very low: <= 17	1	72	1.38888888888889
TNNT1	low: >17, <= 23	2	72	2.77777777777778
TNNT1	mid: >23, <=33	3	72	4.16666666666667
TNNT1	high: >33	66	72	91.6666666666667
TPCN2	high: >33	72	72	100
TPO	very low: <= 17	7	72	9.72222222222222
TPO	low: >17, <= 23	2	72	2.77777777777778
TPO	high: >33	63	72	87.5
TRAPPC10	low: >17, <= 23	7	72	9.72222222222222
TRAPPC10	mid: >23, <=33	8	72	11.1111111111111
TRAPPC10	high: >33	57	72	79.1666666666667
TRBV9	high: >33	72	72	100
TRMT1	mid: >23, <=33	6	72	8.33333333333333
TRMT1	high: >33	66	72	91.6666666666667
TRPM4	very low: <= 17	1	72	1.38888888888889
TRPM4	mid: >23, <=33	2	72	2.77777777777778
TRPM4	high: >33	69	72	95.8333333333333
TTC37	high: >33	72	72	100
TTLL1	high: >33	72	72	100
TUBGCP6	mid: >23, <=33	5	72	6.94444444444445
TUBGCP6	high: >33	67	72	93.0555555555556
TYK2	low: >17, <= 23	4	72	5.55555555555556
TYK2	mid: >23, <=33	3	72	4.16666666666667
TYK2	high: >33	65	72	90.2777777777778
TYMS	low: >17, <= 23	3	72	4.16666666666667
TYMS	mid: >23, <=33	9	72	12.5
TYMS	high: >33	60	72	83.3333333333333
UGT2A1	high: >33	72	72	100
UNKL	mid: >23, <=33	1	72	1.38888888888889
UNKL	high: >33	71	72	98.6111111111111
USP8	high: >33	72	72	100
UVSSA	high: >33	72	72	100
VANGL1	high: >33	72	72	100
VKORC1	low: >17, <= 23	1	72	1.38888888888889
VKORC1	mid: >23, <=33	12	72	16.6666666666667
VKORC1	high: >33	59	72	81.9444444444445
ZAN	mid: >23, <=33	1	72	1.38888888888889
ZAN	high: >33	71	72	98.6111111111111
ZNF141	high: >33	72	72	100
ZNF419	high: >33	72	72	100
ZNF469	high: >33	72	72	100
