region	quality	n	total	percent
D2HGDH	very low: <= 17	1	74	1.35135135135135
D2HGDH	low: >17, <= 23	1	74	1.35135135135135
D2HGDH	mid: >23, <=33	1	74	1.35135135135135
D2HGDH	high: >33	71	74	95.9459459459459
DAZL	mid: >23, <=33	1	78	1.28205128205128
DAZL	high: >33	77	78	98.7179487179487
DCLRE1C	high: >33	78	78	100
DEAF1	mid: >23, <=33	1	76	1.31578947368421
DEAF1	high: >33	75	76	98.6842105263158
DMPK	mid: >23, <=33	1	22	4.54545454545455
DMPK	high: >33	21	22	95.4545454545455
DNMT3L	mid: >23, <=33	2	78	2.56410256410256
DNMT3L	high: >33	76	78	97.4358974358974
DOK7	high: >33	74	74	100
DPY19L2	high: >33	78	78	100
DRD4	mid: >23, <=33	2	74	2.7027027027027
DRD4	high: >33	72	74	97.2972972972973
DSPP	mid: >23, <=33	1	28	3.57142857142857
DSPP	high: >33	27	28	96.4285714285714
ECHS1	high: >33	50	50	100
EEF1A2	mid: >23, <=33	2	50	4
EEF1A2	high: >33	48	50	96
EIF2B5	high: >33	20	20	100
ENO3	high: >33	40	40	100
ESPN	high: >33	58	58	100
ESRRA	mid: >23, <=33	1	58	1.72413793103448
ESRRA	high: >33	57	58	98.2758620689655
ETFB	low: >17, <= 23	2	70	2.85714285714286
ETFB	mid: >23, <=33	1	70	1.42857142857143
ETFB	high: >33	67	70	95.7142857142857
ETHE1	very low: <= 17	1	68	1.47058823529412
ETHE1	mid: >23, <=33	3	68	4.41176470588235
ETHE1	high: >33	64	68	94.1176470588235
EXTL2	high: >33	32	32	100
F7	low: >17, <= 23	4	50	8
F7	mid: >23, <=33	5	50	10
F7	high: >33	41	50	82
FAT1	high: >33	78	78	100
FCGR2B	low: >17, <= 23	6	72	8.33333333333333
FCGR2B	mid: >23, <=33	4	72	5.55555555555556
FCGR2B	high: >33	62	72	86.1111111111111
FCGR3A	mid: >23, <=33	1	74	1.35135135135135
FCGR3A	high: >33	73	74	98.6486486486486
FGF3	low: >17, <= 23	1	24	4.16666666666667
FGF3	mid: >23, <=33	1	24	4.16666666666667
FGF3	high: >33	22	24	91.6666666666667
FGFRL1	high: >33	46	46	100
FKBP8	high: >33	52	52	100
FLAD1	mid: >23, <=33	5	64	7.8125
FLAD1	high: >33	59	64	92.1875
FLG	very low: <= 17	2	48	4.16666666666667
FLG	high: >33	46	48	95.8333333333333
FLT4	low: >17, <= 23	1	78	1.28205128205128
FLT4	high: >33	77	78	98.7179487179487
FOXN1	mid: >23, <=33	1	48	2.08333333333333
FOXN1	high: >33	47	48	97.9166666666667
FSCN2	low: >17, <= 23	2	44	4.54545454545455
FSCN2	high: >33	42	44	95.4545454545455
FUT1	high: >33	44	44	100
FXN	high: >33	70	70	100
G6PC3	high: >33	30	30	100
GAK	mid: >23, <=33	3	78	3.84615384615385
GAK	high: >33	75	78	96.1538461538462
GALR1	very low: <= 17	1	72	1.38888888888889
GALR1	low: >17, <= 23	1	72	1.38888888888889
GALR1	mid: >23, <=33	1	72	1.38888888888889
GALR1	high: >33	69	72	95.8333333333333
GALT	mid: >23, <=33	3	56	5.35714285714286
GALT	high: >33	53	56	94.6428571428571
GCSH	high: >33	24	24	100
GDF3	mid: >23, <=33	1	66	1.51515151515152
GDF3	high: >33	65	66	98.4848484848485
GIP	high: >33	64	64	100
GOLGA3	mid: >23, <=33	4	76	5.26315789473684
GOLGA3	high: >33	72	76	94.7368421052632
GP1BA	mid: >23, <=33	2	70	2.85714285714286
GP1BA	high: >33	68	70	97.1428571428571
GP6	mid: >23, <=33	3	78	3.84615384615385
GP6	high: >33	75	78	96.1538461538462
GPI	high: >33	78	78	100
GPIHBP1	very low: <= 17	26	66	39.3939393939394
GPIHBP1	low: >17, <= 23	4	66	6.06060606060606
GPIHBP1	mid: >23, <=33	1	66	1.51515151515152
GPIHBP1	high: >33	35	66	53.030303030303
GRIN1	low: >17, <= 23	3	74	4.05405405405405
GRIN1	mid: >23, <=33	9	74	12.1621621621622
GRIN1	high: >33	62	74	83.7837837837838
GUSB	high: >33	76	76	100
H19	mid: >23, <=33	2	74	2.7027027027027
H19	high: >33	72	74	97.2972972972973
HBG1	very low: <= 17	1	32	3.125
HBG1	high: >33	31	32	96.875
HBM	mid: >23, <=33	6	60	10
HBM	high: >33	54	60	90
HCN2	high: >33	76	76	100
HCN3	mid: >23, <=33	1	28	3.57142857142857
HCN3	high: >33	27	28	96.4285714285714
HLA-A	high: >33	68	68	100
HLA-B	high: >33	62	62	100
HLA-C	high: >33	52	52	100
HLA-DMA	high: >33	46	46	100
HLA-DMB	high: >33	52	52	100
HLA-DOA	high: >33	30	30	100
HLA-DPA1	high: >33	56	56	100
HLA-DPB2	high: >33	44	44	100
HLA-DQA1	high: >33	48	48	100
HLA-DQA2	high: >33	30	30	100
HLA-DQB1	mid: >23, <=33	2	32	6.25
HLA-DQB1	high: >33	30	32	93.75
HLA-DQB2	high: >33	16	16	100
HLA-DRA	mid: >23, <=33	1	70	1.42857142857143
HLA-DRA	high: >33	69	70	98.5714285714286
HLA-DRB5	high: >33	72	72	100
HLA-E	high: >33	30	30	100
HLA-F	mid: >23, <=33	4	72	5.55555555555556
HLA-F	high: >33	68	72	94.4444444444444
HLA-G	high: >33	70	70	100
HLA-J	high: >33	50	50	100
HLA-L	high: >33	68	68	100
HLA-N	high: >33	22	22	100
HLA-S	low: >17, <= 23	1	24	4.16666666666667
HLA-S	high: >33	23	24	95.8333333333333
HMGCL	mid: >23, <=33	3	78	3.84615384615385
HMGCL	high: >33	75	78	96.1538461538462
HMX1	high: >33	56	56	100
HNF1A	mid: >23, <=33	1	64	1.5625
HNF1A	high: >33	63	64	98.4375
HOXB8	low: >17, <= 23	1	32	3.125
HOXB8	high: >33	31	32	96.875
HPD	high: >33	74	74	100
HSD11B2	mid: >23, <=33	1	18	5.55555555555556
HSD11B2	high: >33	17	18	94.4444444444444
HYAL1	very low: <= 17	1	66	1.51515151515152
HYAL1	mid: >23, <=33	12	66	18.1818181818182
HYAL1	high: >33	53	66	80.3030303030303
HYDIN	high: >33	76	76	100
IFITM3	mid: >23, <=33	1	76	1.31578947368421
IFITM3	high: >33	75	76	98.6842105263158
IFNL3	mid: >23, <=33	1	34	2.94117647058824
IFNL3	high: >33	33	34	97.0588235294118
IKBKB	high: >33	76	76	100
IMPA1	mid: >23, <=33	3	52	5.76923076923077
IMPA1	high: >33	49	52	94.2307692307692
INPP5E	very low: <= 17	1	40	2.5
INPP5E	low: >17, <= 23	3	40	7.5
INPP5E	mid: >23, <=33	8	40	20
INPP5E	high: >33	28	40	70
INSL3	high: >33	72	72	100
JAG2	very low: <= 17	2	58	3.44827586206897
JAG2	low: >17, <= 23	1	58	1.72413793103448
JAG2	mid: >23, <=33	5	58	8.62068965517241
JAG2	high: >33	50	58	86.2068965517241
KCNE1	mid: >23, <=33	5	78	6.41025641025641
KCNE1	high: >33	73	78	93.5897435897436
KCNK1	high: >33	78	78	100
KCNK10	high: >33	78	78	100
KCNK12	high: >33	78	78	100
KCNK13	high: >33	78	78	100
KCNK15	high: >33	14	14	100
KCNK17	high: >33	64	64	100
KCNK18	high: >33	22	22	100
KCNK2	mid: >23, <=33	2	64	3.125
KCNK2	high: >33	62	64	96.875
KCNK3	mid: >23, <=33	1	74	1.35135135135135
KCNK3	high: >33	73	74	98.6486486486486
KCNK4	high: >33	24	24	100
KCNK5	high: >33	74	74	100
KCNK6	high: >33	26	26	100
KCNK7	high: >33	22	22	100
KCNK9	high: >33	78	78	100
KCNV2	high: >33	48	48	100
KDM2B	low: >17, <= 23	1	78	1.28205128205128
KDM2B	mid: >23, <=33	1	78	1.28205128205128
KDM2B	high: >33	76	78	97.4358974358974
KIR3DL2	high: >33	76	76	100
KISS1	very low: <= 17	1	48	2.08333333333333
KISS1	high: >33	47	48	97.9166666666667
KISS1R	mid: >23, <=33	5	60	8.33333333333333
KISS1R	high: >33	55	60	91.6666666666667
KLF11	mid: >23, <=33	3	50	6
KLF11	high: >33	47	50	94
KLF14	high: >33	26	26	100
KLK4	high: >33	58	58	100
KMT2C	high: >33	78	78	100
KNG1	high: >33	68	68	100
KRTAP1-1	high: >33	64	64	100
LAMB1	high: >33	78	78	100
LBR	high: >33	50	50	100
LIPN	high: >33	66	66	100
LIX1	high: >33	60	60	100
LMF1	high: >33	72	72	100
LMNB2	very low: <= 17	1	72	1.38888888888889
LMNB2	mid: >23, <=33	2	72	2.77777777777778
LMNB2	high: >33	69	72	95.8333333333333
LRIG2	high: >33	78	78	100
LZTFL1	mid: >23, <=33	1	70	1.42857142857143
LZTFL1	high: >33	69	70	98.5714285714286
MAFA	low: >17, <= 23	1	40	2.5
MAFA	high: >33	39	40	97.5
MAN1B1	low: >17, <= 23	1	50	2
MAN1B1	high: >33	49	50	98
MARVELD2	mid: >23, <=33	4	68	5.88235294117647
MARVELD2	high: >33	64	68	94.1176470588235
MASP2	mid: >23, <=33	1	70	1.42857142857143
MASP2	high: >33	69	70	98.5714285714286
MBOAT7	very low: <= 17	8	76	10.5263157894737
MBOAT7	mid: >23, <=33	2	76	2.63157894736842
MBOAT7	high: >33	66	76	86.8421052631579
MC1R	mid: >23, <=33	2	58	3.44827586206897
MC1R	high: >33	56	58	96.551724137931
MDK	low: >17, <= 23	1	26	3.84615384615385
MDK	mid: >23, <=33	2	26	7.69230769230769
MDK	high: >33	23	26	88.4615384615385
MICB	very low: <= 17	1	72	1.38888888888889
MICB	mid: >23, <=33	3	72	4.16666666666667
MICB	high: >33	68	72	94.4444444444444
MLC1	mid: >23, <=33	1	64	1.5625
MLC1	high: >33	63	64	98.4375
MLPH	low: >17, <= 23	1	76	1.31578947368421
MLPH	mid: >23, <=33	4	76	5.26315789473684
MLPH	high: >33	71	76	93.4210526315789
MOGS	mid: >23, <=33	1	58	1.72413793103448
MOGS	high: >33	57	58	98.2758620689655
MPG	high: >33	64	64	100
MST1R	high: >33	34	34	100
MUC1	very low: <= 17	9	76	11.8421052631579
MUC1	low: >17, <= 23	25	76	32.8947368421053
MUC1	mid: >23, <=33	18	76	23.6842105263158
MUC1	high: >33	24	76	31.5789473684211
MUC12	very low: <= 17	8	76	10.5263157894737
MUC12	low: >17, <= 23	7	76	9.21052631578947
MUC12	high: >33	61	76	80.2631578947368
MUC13	high: >33	78	78	100
MUC15	high: >33	70	70	100
MUC16	high: >33	78	78	100
MUC19	high: >33	76	76	100
MUC2	very low: <= 17	2	78	2.56410256410256
MUC2	high: >33	76	78	97.4358974358974
MUC20	very low: <= 17	2	32	6.25
MUC20	low: >17, <= 23	4	32	12.5
MUC20	mid: >23, <=33	3	32	9.375
MUC20	high: >33	23	32	71.875
MUC21	high: >33	58	58	100
MUC22	high: >33	54	54	100
MUC4	low: >17, <= 23	1	32	3.125
MUC4	high: >33	31	32	96.875
MUC5AC	mid: >23, <=33	1	70	1.42857142857143
MUC5AC	high: >33	69	70	98.5714285714286
MUC5B	mid: >23, <=33	1	62	1.61290322580645
MUC5B	high: >33	61	62	98.3870967741936
MUC6	high: >33	62	62	100
MUC7	high: >33	52	52	100
MUSK	mid: >23, <=33	3	60	5
MUSK	high: >33	57	60	95
MYO9B	high: >33	78	78	100
MYOT	high: >33	50	50	100
MYT1	very low: <= 17	1	68	1.47058823529412
MYT1	mid: >23, <=33	1	68	1.47058823529412
MYT1	high: >33	66	68	97.0588235294118
NACA	mid: >23, <=33	2	56	3.57142857142857
NACA	high: >33	54	56	96.4285714285714
NDUFA6	low: >17, <= 23	1	68	1.47058823529412
NDUFA6	high: >33	67	68	98.5294117647059
NDUFAF1	low: >17, <= 23	2	76	2.63157894736842
NDUFAF1	mid: >23, <=33	5	76	6.57894736842105
NDUFAF1	high: >33	69	76	90.7894736842105
NDUFB1	high: >33	54	54	100
NDUFV3	mid: >23, <=33	6	66	9.09090909090909
NDUFV3	high: >33	60	66	90.9090909090909
NLRP12	high: >33	78	78	100
NLRP2	high: >33	78	78	100
NOD1	high: >33	66	66	100
NPM1	high: >33	54	54	100
NPPA	high: >33	38	38	100
OPRL1	very low: <= 17	1	68	1.47058823529412
OPRL1	low: >17, <= 23	8	68	11.7647058823529
OPRL1	mid: >23, <=33	7	68	10.2941176470588
OPRL1	high: >33	52	68	76.4705882352941
ORC6	mid: >23, <=33	2	50	4
ORC6	high: >33	48	50	96
P2RX2	mid: >23, <=33	1	48	2.08333333333333
P2RX2	high: >33	47	48	97.9166666666667
P2RX5	very low: <= 17	6	76	7.89473684210526
P2RX5	low: >17, <= 23	1	76	1.31578947368421
P2RX5	mid: >23, <=33	3	76	3.94736842105263
P2RX5	high: >33	66	76	86.8421052631579
PAPSS2	high: >33	78	78	100
PCBP1	mid: >23, <=33	1	26	3.84615384615385
PCBP1	high: >33	25	26	96.1538461538462
PCCB	mid: >23, <=33	2	78	2.56410256410256
PCCB	high: >33	76	78	97.4358974358974
PCDHA10	high: >33	78	78	100
PCMT1	low: >17, <= 23	1	78	1.28205128205128
PCMT1	mid: >23, <=33	2	78	2.56410256410256
PCMT1	high: >33	75	78	96.1538461538462
PDE6B	high: >33	70	70	100
PDLIM3	high: >33	62	62	100
PDPK1	high: >33	76	76	100
PDSS1	high: >33	76	76	100
PEX5	mid: >23, <=33	1	62	1.61290322580645
PEX5	high: >33	61	62	98.3870967741936
PGAM5	low: >17, <= 23	2	50	4
PGAM5	mid: >23, <=33	2	50	4
PGAM5	high: >33	46	50	92
PHKG2	mid: >23, <=33	3	50	6
PHKG2	high: >33	47	50	94
PIGV	high: >33	14	14	100
PKD1	mid: >23, <=33	14	56	25
PKD1	high: >33	42	56	75
PKN3	mid: >23, <=33	9	64	14.0625
PKN3	high: >33	55	64	85.9375
PLTP	high: >33	40	40	100
PNKP	high: >33	50	50	100
PPIA	high: >33	78	78	100
PPIP5K1	high: >33	76	76	100
PRG4	high: >33	36	36	100
PRKCG	mid: >23, <=33	2	78	2.56410256410256
PRKCG	high: >33	76	78	97.4358974358974
PROZ	very low: <= 17	3	56	5.35714285714286
PROZ	low: >17, <= 23	4	56	7.14285714285714
PROZ	mid: >23, <=33	2	56	3.57142857142857
PROZ	high: >33	47	56	83.9285714285714
PSPH	high: >33	76	76	100
PTEN	high: >33	78	78	100
PTK6	very low: <= 17	1	68	1.47058823529412
PTK6	mid: >23, <=33	2	68	2.94117647058824
PTK6	high: >33	65	68	95.5882352941177
PTPRC	high: >33	74	74	100
PXDN	high: >33	76	76	100
RFX2	mid: >23, <=33	1	76	1.31578947368421
RFX2	high: >33	75	76	98.6842105263158
RGPD3	mid: >23, <=33	2	78	2.56410256410256
RGPD3	high: >33	76	78	97.4358974358974
RHCE	high: >33	78	78	100
RHOA	mid: >23, <=33	5	76	6.57894736842105
RHOA	high: >33	71	76	93.4210526315789
RNF212	mid: >23, <=33	1	74	1.35135135135135
RNF212	high: >33	73	74	98.6486486486486
RNF213	low: >17, <= 23	2	78	2.56410256410256
RNF213	mid: >23, <=33	1	78	1.28205128205128
RNF213	high: >33	75	78	96.1538461538462
RPIA	mid: >23, <=33	1	36	2.77777777777778
RPIA	high: >33	35	36	97.2222222222222
RPL22	mid: >23, <=33	1	60	1.66666666666667
RPL22	high: >33	59	60	98.3333333333333
RPN1	mid: >23, <=33	1	78	1.28205128205128
RPN1	high: >33	77	78	98.7179487179487
SAR1B	low: >17, <= 23	2	78	2.56410256410256
SAR1B	mid: >23, <=33	5	78	6.41025641025641
SAR1B	high: >33	71	78	91.025641025641
SBK3	mid: >23, <=33	1	60	1.66666666666667
SBK3	high: >33	59	60	98.3333333333333
SEC63	high: >33	78	78	100
SEMG1	mid: >23, <=33	1	74	1.35135135135135
SEMG1	high: >33	73	74	98.6486486486486
SERPINF2	high: >33	42	42	100
SH2B1	mid: >23, <=33	9	66	13.6363636363636
SH2B1	high: >33	57	66	86.3636363636364
SIGLEC16	high: >33	68	68	100
SLC17A5	low: >17, <= 23	1	72	1.38888888888889
SLC17A5	high: >33	71	72	98.6111111111111
SLC22A1	mid: >23, <=33	1	66	1.51515151515152
SLC22A1	high: >33	65	66	98.4848484848485
SLC22A12	low: >17, <= 23	2	58	3.44827586206897
SLC22A12	mid: >23, <=33	2	58	3.44827586206897
SLC22A12	high: >33	54	58	93.1034482758621
SLC27A4	high: >33	32	32	100
SLC27A5	high: >33	74	74	100
SLC29A4	mid: >23, <=33	1	78	1.28205128205128
SLC29A4	high: >33	77	78	98.7179487179487
SLC6A18	high: >33	68	68	100
SLC6A3	low: >17, <= 23	1	76	1.31578947368421
SLC6A3	high: >33	75	76	98.6842105263158
SMG1	high: >33	68	68	100
SMOC2	high: >33	78	78	100
SNTG2	high: >33	78	78	100
SOHLH1	high: >33	18	18	100
SPI1	high: >33	54	54	100
SPRN	high: >33	68	68	100
SRR	low: >17, <= 23	1	58	1.72413793103448
SRR	high: >33	57	58	98.2758620689655
SSTR5	low: >17, <= 23	1	56	1.78571428571429
SSTR5	mid: >23, <=33	4	56	7.14285714285714
SSTR5	high: >33	51	56	91.0714285714286
STK11	mid: >23, <=33	1	76	1.31578947368421
STK11	high: >33	75	76	98.6842105263158
STXBP2	high: >33	24	24	100
SUZ12	high: >33	78	78	100
TAP1	high: >33	22	22	100
TAP2	high: >33	58	58	100
TBXA2R	high: >33	78	78	100
TCF3	very low: <= 17	2	78	2.56410256410256
TCF3	low: >17, <= 23	3	78	3.84615384615385
TCF3	mid: >23, <=33	4	78	5.12820512820513
TCF3	high: >33	69	78	88.4615384615385
TERT	high: >33	76	76	100
THBS2	high: >33	64	64	100
TJP2	high: >33	76	76	100
TM4SF19	very low: <= 17	4	72	5.55555555555556
TM4SF19	low: >17, <= 23	11	72	15.2777777777778
TM4SF19	mid: >23, <=33	8	72	11.1111111111111
TM4SF19	high: >33	49	72	68.0555555555556
TMC6	high: >33	78	78	100
TNNI3	mid: >23, <=33	2	40	5
TNNI3	high: >33	38	40	95
TNNT1	low: >17, <= 23	2	72	2.77777777777778
TNNT1	mid: >23, <=33	13	72	18.0555555555556
TNNT1	high: >33	57	72	79.1666666666667
TPCN2	mid: >23, <=33	2	76	2.63157894736842
TPCN2	high: >33	74	76	97.3684210526316
TPO	very low: <= 17	1	78	1.28205128205128
TPO	low: >17, <= 23	1	78	1.28205128205128
TPO	high: >33	76	78	97.4358974358974
TRAPPC10	high: >33	78	78	100
TRBV9	high: >33	16	16	100
TRMT1	high: >33	52	52	100
TRPM4	high: >33	74	74	100
TTC37	high: >33	72	72	100
TTLL1	mid: >23, <=33	1	78	1.28205128205128
TTLL1	high: >33	77	78	98.7179487179487
TUBGCP6	high: >33	68	68	100
TYK2	low: >17, <= 23	1	76	1.31578947368421
TYK2	mid: >23, <=33	1	76	1.31578947368421
TYK2	high: >33	74	76	97.3684210526316
TYMS	high: >33	78	78	100
UGT2A1	high: >33	76	76	100
UNKL	mid: >23, <=33	1	76	1.31578947368421
UNKL	high: >33	75	76	98.6842105263158
USP8	high: >33	76	76	100
UVSSA	high: >33	76	76	100
VANGL1	high: >33	78	78	100
VKORC1	mid: >23, <=33	3	66	4.54545454545455
VKORC1	high: >33	63	66	95.4545454545455
ZAN	mid: >23, <=33	1	72	1.38888888888889
ZAN	high: >33	71	72	98.6111111111111
ZNF141	mid: >23, <=33	1	78	1.28205128205128
ZNF141	high: >33	77	78	98.7179487179487
ZNF419	high: >33	48	48	100
ZNF469	mid: >23, <=33	1	72	1.38888888888889
ZNF469	high: >33	71	72	98.6111111111111
