region	quality	n	total	percent
SUMF1	high: >33	127	128	99.21875
SUMF1	low: >17, <= 23	1	128	0.78125
TAF11L11	high: >33	52	122	42.6229508196721
TAF11L11	very low: <= 17	70	122	57.3770491803279
TAFA2	high: >33	128	128	100
TARP	high: >33	128	128	100
THEG	high: >33	123	124	99.1935483870968
THEG	very low: <= 17	1	124	0.806451612903226
THSD7B	high: >33	124	126	98.4126984126984
THSD7B	very low: <= 17	2	126	1.58730158730159
TIAM2	high: >33	127	128	99.21875
TIAM2	mid: >23, <=33	1	128	0.78125
TLR1	high: >33	128	128	100
TMEM132C	high: >33	128	128	100
TPPP	high: >33	122	126	96.8253968253968
TPPP	low: >17, <= 23	1	126	0.793650793650794
TPPP	mid: >23, <=33	3	126	2.38095238095238
TPSAB1	high: >33	2	2	100
TPTE2	high: >33	128	128	100
TRIM49C	high: >33	19	20	95
TRIM49C	very low: <= 17	1	20	5
TRIM64C	high: >33	128	128	100
TRPM3	high: >33	128	128	100
TTC28	high: >33	125	126	99.2063492063492
TTC28	low: >17, <= 23	1	126	0.793650793650794
TTC8	high: >33	128	128	100
TTLL2	high: >33	120	120	100
TUSC3	high: >33	128	128	100
TXNRD1	high: >33	127	128	99.21875
TXNRD1	mid: >23, <=33	1	128	0.78125
UGT1A10	high: >33	128	128	100
UGT2B17	high: >33	127	128	99.21875
UGT2B17	low: >17, <= 23	1	128	0.78125
UGT2B28	high: >33	128	128	100
ULK4	high: >33	128	128	100
UPF2	high: >33	128	128	100
USP14	high: >33	126	126	100
USP28	high: >33	128	128	100
VWDE	high: >33	128	128	100
WASHC2C	high: >33	126	126	100
WDPCP	high: >33	128	128	100
WDR11	high: >33	126	126	100
WWOX	high: >33	128	128	100
ZAN	high: >33	126	128	98.4375
ZAN	mid: >23, <=33	1	128	0.78125
ZAN	very low: <= 17	1	128	0.78125
ZBTB20	high: >33	128	128	100
ZNF146	high: >33	53	112	47.3214285714286
ZNF146	low: >17, <= 23	4	112	3.57142857142857
ZNF146	mid: >23, <=33	1	112	0.892857142857143
ZNF146	very low: <= 17	54	112	48.2142857142857
ZNF257	high: >33	126	128	98.4375
ZNF257	very low: <= 17	2	128	1.5625
ZNF385B	high: >33	128	128	100
ZNF626	high: >33	128	128	100
ZNF675	high: >33	125	126	99.2063492063492
ZNF675	mid: >23, <=33	1	126	0.793650793650794
ZNF844	high: >33	128	128	100
